TransactionID,Amount,CustomerID,Timestamp,MerchantID,TransactionAmount,AnomalyScore,Name,Age,Address,AccountBalance,LastLogin,MerchantName,Location,Category_Food,Category_Online,Category_Other,Category_Retail,Category_Travel,SuspiciousFlag,FraudIndicator
175,13.592210306686386,1233,1641621600,2298,72.0767151531791,0.3578208959090809,1233,28,1233,8198.17833915617,1661040000,2298,2298,0,1,0,0,0,0,0
176,18.04295485910775,1474,1641625200,2144,23.16580918170286,0.3581691063319129,1474,37,1474,8007.840813445351,1681862400,2144,2144,0,1,0,0,0,0,0
177,57.400809663920754,1059,1641628800,2372,96.99742620925753,0.3663305510153918,1059,42,1059,4450.429068562766,1646006400,2372,2372,0,0,1,0,0,0,0
178,91.89645670792092,1596,1641632400,2196,75.17795368204465,0.4797418085390359,1596,62,1596,7604.03581291833,1692403200,2196,2196,0,1,0,0,0,0,0
179,67.30165835468443,1800,1641636000,2981,71.27729966536388,0.8059953499461918,1800,58,1800,6631.372808065945,1710028800,2981,2981,1,0,0,0,0,0,0
180,79.45616782324659,1117,1641639600,2229,73.50579664763814,0.4466950064139259,1117,52,1117,7288.036637655037,1651017600,2229,2229,1,0,0,0,0,0,0
181,74.59376570121384,1548,1641643200,2078,95.81512850727324,0.1480582852993029,1548,29,1548,4483.156300402189,1688256000,2078,2078,0,0,1,0,0,0,0
182,90.0500458660583,1084,1641646800,2220,18.852697182192355,0.7304494846487675,1084,60,1084,2169.4259351690243,1648166400,2220,2220,0,0,0,0,1,0,0
183,71.65549550773102,1591,1641650400,2671,13.294878186725366,0.966645463514096,1591,36,1591,7962.41027548533,1691971200,2671,2671,0,1,0,0,0,0,0
184,76.74484865313467,1107,1641654000,2507,70.84194087334146,0.9345265989340056,1107,60,1107,6166.294345881851,1650153600,2507,2507,0,0,0,1,0,0,0
185,30.73140745162662,1449,1641657600,2166,29.797542175411586,0.8713778981354636,1449,64,1449,3495.320360122715,1679702400,2166,2166,0,1,0,0,0,0,0
186,13.94613717842646,1997,1641661200,2528,10.976063792987292,0.0887224891439055,1997,58,1997,9255.451757215444,1727049600,2528,2528,0,1,0,0,0,0,0
187,86.27614397676666,1825,1641664800,2366,30.62781389727033,0.3804867275873326,1825,54,1825,4886.010824613629,1712188800,2366,2366,0,0,0,1,0,0,0
188,39.15191297159039,1609,1641668400,2348,86.27039905960704,0.5997076288705414,1609,29,1609,7085.442721000245,1693526400,2348,2348,0,0,1,0,0,0,0
189,63.75541221221678,1439,1641672000,2163,90.69366945616191,0.0525841195764624,1439,47,1439,8557.608088738338,1678838400,2163,2163,1,0,0,0,0,0,0
190,13.936656978315106,1122,1641675600,2778,97.45799845652886,0.1324130798457156,1122,54,1122,4998.111232701779,1651449600,2778,2778,0,0,0,0,1,0,0
191,39.27911887178642,1542,1641679200,2360,94.26044567659616,0.28161699231222,1542,63,1542,6808.655941809088,1687737600,2360,2360,0,0,0,1,0,0,0
192,61.29285089639624,1024,1641682800,2940,65.20547785019431,0.0361401268487941,1024,40,1024,1795.3282266181373,1642982400,2940,2940,0,0,0,1,0,0,0
193,61.5850254830433,1804,1641686400,2926,58.92672040602855,0.9644991055160976,1804,24,1804,8924.92531736286,1710374400,2926,2926,1,0,0,0,0,0,0
194,25.807626781009997,1394,1641690000,2176,81.998406792034,0.1764083665963066,1394,31,1394,1417.6911109990574,1674950400,2176,2176,0,0,0,0,1,0,0
195,60.1627950076116,1377,1641693600,2901,46.79083873431522,0.829296851161239,1377,46,1377,7515.21069536373,1673481600,2901,2901,1,0,0,0,0,0,0
196,73.95115480743799,1860,1641697200,2208,11.414754823886248,0.1556446845128487,1860,21,1860,2424.450317394157,1715212800,2208,2208,0,0,0,0,1,0,0
197,41.600666147750765,1022,1641700800,2125,39.746571370799046,0.7831297143194322,1022,55,1022,4265.273573478986,1642809600,2125,2125,0,0,0,1,0,0,0
198,77.50218977872183,1599,1641704400,2162,69.42652625711786,0.4507371718071249,1599,18,1599,8662.854278923118,1692662400,2162,2162,0,1,0,0,0,1,0
199,60.700759795200256,1281,1641708000,2679,74.8024137001501,0.3540911370424252,1281,33,1281,3183.466494213557,1665187200,2679,2679,0,0,0,1,0,0,1
200,10.867087743046213,1549,1641711600,2900,11.135024291276173,0.6543579686540659,1549,60,1549,4220.470748699525,1688342400,2900,2900,0,1,0,0,0,0,0
201,78.69908198812801,1237,1641715200,2382,78.7926566816262,0.0924698674989543,1237,32,1237,5160.483332414382,1661385600,2382,2382,0,0,1,0,0,0,0
202,13.562991257277996,1800,1641718800,2802,73.35801855325286,0.8635439599431781,1800,58,1800,6631.372808065945,1710028800,2802,2802,0,1,0,0,0,0,0
203,61.40287558718099,1167,1641722400,2789,19.79428898571563,0.6459808078950701,1167,33,1167,4121.316624748486,1655337600,2789,2789,0,0,0,1,0,0,0
204,68.40522340995258,1559,1641726000,2856,52.57391797925766,0.1032059291351714,1559,22,1559,4091.6780540746336,1689206400,2856,2856,0,1,0,0,0,0,0
205,59.45638923887482,1764,1641729600,2618,87.946838800399,0.7811165111485706,1764,49,1764,7695.154348220063,1706918400,2618,2618,0,0,0,0,1,0,0
206,94.570751399094,1124,1641733200,2493,45.34907934754776,0.3867848646906189,1124,45,1124,6746.988789784419,1651622400,2493,2493,0,0,0,0,1,0,0
207,81.56433192297125,1095,1641736800,2713,49.02599806311397,0.2741100007272282,1095,27,1095,8403.77366742826,1649116800,2713,2713,0,0,1,0,0,1,0
208,58.42056072628485,1690,1641740400,2478,76.7891524120786,0.3144079950434221,1690,24,1690,5729.012454195284,1700524800,2478,2478,0,0,0,0,1,0,0
209,48.04486290773334,1359,1641744000,2405,57.25912840477829,0.2883373503010789,1359,53,1359,8430.98651867882,1671926400,2405,2405,1,0,0,0,0,0,0
210,27.51230202452078,1026,1641747600,2332,21.239305903956133,0.3227980839253159,1026,58,1026,8091.736701622896,1643155200,2332,2332,0,0,1,0,0,0,0
211,67.03130270994141,1596,1641751200,2989,79.3765145476943,0.970049124736776,1596,62,1596,7604.03581291833,1692403200,2989,2989,0,1,0,0,0,0,0
212,78.56207411278741,1506,1641754800,2828,52.47637817645349,0.8581859979634036,1506,22,1506,5745.0882908674,1684627200,2828,2828,0,0,1,0,0,0,1
213,81.95667521729543,1219,1641758400,2065,75.32893871990358,0.4463273030715393,1219,23,1219,7649.649301190314,1659830400,2065,2065,1,0,0,0,0,0,0
214,66.22278769805163,1609,1641762000,2536,76.76865855547618,0.1168631146102391,1609,29,1609,7085.442721000245,1693526400,2536,2536,0,0,0,0,1,0,0
215,43.288425940630695,1788,1641765600,2225,87.13835924679432,0.2473200050082087,1788,27,1788,4384.800511892174,1708992000,2225,2225,0,1,0,0,0,0,0
216,91.44727683785102,1320,1641769200,2533,33.346974587766816,0.0498583601810919,1320,48,1320,4674.919670572002,1668556800,2533,2533,0,0,0,1,0,0,0
217,98.68616371418082,1194,1641772800,2023,79.684500917319,0.4855999522759509,1194,40,1194,7405.683379172114,1657670400,2023,2023,0,0,0,0,1,0,0
218,84.03821814533373,1387,1641776400,2884,21.68077849155916,0.0865758331665561,1387,31,1387,2137.201056640595,1674345600,2884,2884,0,1,0,0,0,1,0
219,26.705903742573543,1381,1641780000,2388,78.78591569653737,0.8576199416102118,1381,58,1381,4206.199489908408,1673827200,2388,2388,0,1,0,0,0,0,0
220,95.66715462171436,1023,1641783600,2338,66.7376965174679,0.3073939306775677,1023,34,1023,9545.47486907634,1642896000,2338,2338,0,1,0,0,0,0,0
221,53.84797949558436,1292,1641787200,2094,47.443041935154895,0.210648526054667,1292,33,1292,5713.487344025388,1666137600,2094,2094,1,0,0,0,0,0,0
222,67.7566473614084,1556,1641790800,2206,17.36876575850654,0.0590292986848037,1556,53,1556,2262.489051602548,1688947200,2206,2206,0,1,0,0,0,0,0
223,68.86554660517089,1616,1641794400,2334,56.889921501141245,0.0177160412981203,1616,31,1616,5058.355132932252,1694131200,2334,2334,0,0,0,0,1,0,0
224,32.334368575520536,1646,1641798000,2893,22.120892689336657,0.681498050466276,1646,46,1646,1384.6666740901055,1696723200,2893,2893,0,0,0,1,0,0,0
225,87.0159324540077,1678,1641801600,2979,41.46857357472534,0.9854105185705414,1678,33,1678,3302.010949050849,1699488000,2979,2979,1,0,0,0,0,1,0
226,34.528113601375296,1950,1641805200,2539,13.871281828809789,0.7622048594652203,1950,48,1950,2394.859954484713,1722988800,2539,2539,1,0,0,0,0,0,0
227,72.13258352324524,1995,1641808800,2776,29.67925462704473,0.9392161655993088,1995,38,1995,2240.517799293388,1726876800,2776,2776,0,0,0,0,1,0,1
228,55.797695917609126,1492,1641812400,2962,10.9730234023345,0.1883338580116202,1492,46,1492,2989.8192667071926,1683417600,2962,2962,0,1,0,0,0,0,0
229,26.44706544020341,1395,1641816000,2687,94.0622960105692,0.2589414407353841,1395,32,1395,4381.287524149841,1675036800,2687,2687,0,0,1,0,0,1,0
230,99.7192337077914,1903,1641819600,2473,51.6073040765863,0.9585613328123336,1903,18,1903,4718.536567167799,1718928000,2473,2473,1,0,0,0,0,0,0
231,39.30443808666833,1442,1641823200,2577,70.86813431740313,0.4745197026132388,1442,54,1442,9760.428570811451,1679097600,2577,2577,0,1,0,0,0,0,0
232,48.95945026618623,1169,1641826800,2559,14.748967417508124,0.3279132217069292,1169,30,1169,4020.714312343048,1655510400,2559,2559,0,0,1,0,0,0,0
233,98.73461898413122,1767,1641830400,2787,62.37409427812566,0.0452476378006632,1767,38,1767,1238.1227186710694,1707177600,2787,2787,0,1,0,0,0,0,0
234,69.33327246195044,1221,1641834000,2851,35.94577240035858,0.8934789871384754,1221,37,1221,6722.285664371272,1660003200,2851,2851,0,0,1,0,0,0,0
235,65.34894374447977,1806,1641837600,2949,56.4273949545298,0.9122973990642969,1806,61,1806,7475.015618562455,1710547200,2949,2949,0,0,0,1,0,0,0
236,69.82507207727988,1999,1641841200,2789,33.87630498125569,0.4038264321080043,1999,57,1999,7376.854106511174,1727222400,2789,2789,0,0,0,1,0,0,0
237,46.17260059157836,1506,1641844800,2442,23.30991586673956,0.8944399270078037,1506,22,1506,5745.0882908674,1684627200,2442,2442,0,1,0,0,0,0,0
238,55.20400597044325,1024,1641848400,2231,25.29149584461545,0.0897404131770416,1024,40,1024,1795.3282266181373,1642982400,2231,2231,0,0,0,1,0,0,0
239,53.97929249001216,1359,1641852000,2442,52.565828289984246,0.3351857633051895,1359,53,1359,8430.98651867882,1671926400,2442,2442,0,0,0,1,0,0,0
240,45.00641711892598,1892,1641855600,2282,77.85459460480482,0.5722681836455746,1892,59,1892,5096.276615380732,1717977600,2282,2282,0,1,0,0,0,0,1
241,27.18554242606038,1830,1641859200,2373,59.1248358630428,0.2720936802463285,1830,22,1830,9443.19584473682,1712620800,2373,2373,0,0,1,0,0,0,0
242,25.420517132167863,1515,1641862800,2702,69.93087011641819,0.5157654931543152,1515,37,1515,7872.506549172416,1685404800,2702,2702,0,1,0,0,0,0,0
243,48.2529491789015,1479,1641866400,2451,92.35937017351696,0.1344724121321731,1479,47,1479,6915.0901325047735,1682294400,2451,2451,1,0,0,0,0,0,0
244,38.65841154384127,1398,1641870000,2789,24.898259397715726,0.1745842508047409,1398,55,1398,1617.125777271929,1675296000,2789,2789,0,0,0,0,1,0,0
245,66.64627231049542,1848,1641873600,2872,65.35616715581493,0.2188798757268968,1848,63,1848,2524.244090780498,1714176000,2872,2872,0,0,0,0,1,0,0
246,67.64191353460876,1877,1641877200,2552,99.04387605443804,0.2187786756626317,1877,43,1877,1848.9856400309243,1716681600,2552,2552,0,1,0,0,0,0,0
247,95.63285443399356,1965,1641880800,2118,64.90209134121136,0.7866977743196337,1965,44,1965,2295.865934658229,1724284800,2118,2118,0,0,0,1,0,0,0
248,81.69004135988487,1656,1641884400,2408,90.59198940509926,0.0065898600587622,1656,48,1656,5626.572877353346,1697587200,2408,2408,0,0,1,0,0,0,0
249,60.724694915321855,1180,1641888000,2677,52.49254177338928,0.0271173542793712,1180,59,1180,8645.383185655746,1656460800,2677,2677,0,1,0,0,0,0,0
250,60.55808100557361,1244,1641891600,2040,21.65134654738703,0.8702311777696006,1244,46,1244,8723.861426511972,1661990400,2040,2040,0,0,0,1,0,0,0
251,38.533109535613626,1406,1641895200,2007,78.56612335127426,0.6493666203166822,1406,56,1406,6284.73966605261,1675987200,2007,2007,0,0,0,1,0,0,0
252,39.64193470676073,1546,1641898800,2120,80.25449380538134,0.7074811593133916,1546,52,1546,6282.241817070153,1688083200,2120,2120,1,0,0,0,0,0,0
253,52.32859080638063,1316,1641902400,2033,15.053521973225672,0.5105081670860443,1316,41,1316,1538.0330397909063,1668211200,2033,2033,0,0,0,0,1,0,0
254,61.157045133672426,1768,1641906000,2764,96.62137605981933,0.281707456377549,1768,35,1768,1824.800520598792,1707264000,2764,2764,0,0,0,1,0,0,0
255,74.41673714777123,1983,1641909600,2903,92.88343588588074,0.8142113446109935,1983,42,1983,4754.880201730244,1725840000,2903,2903,0,0,1,0,0,0,0
256,16.70607949337328,1685,1641913200,2242,96.46532589209308,0.7633935853704387,1685,18,1685,3046.120484791152,1700092800,2242,2242,0,0,0,1,0,0,0
257,23.740319049622585,1441,1641916800,2627,71.3379670683811,0.5556280311853758,1441,37,1441,7268.827350334111,1679011200,2627,2627,1,0,0,0,0,0,0
258,72.19579593152234,1198,1641920400,2266,64.84821624051361,0.4558990958760039,1198,62,1198,7777.442049198876,1658016000,2266,2266,0,0,0,0,1,0,0
259,63.92237414443909,1990,1641924000,2298,79.51078292588622,0.275612962520994,1990,63,1990,7417.757201392173,1726444800,2298,2298,0,0,1,0,0,0,0
260,32.121734238901404,1893,1641927600,2228,35.66109499785723,0.3485183802706245,1893,45,1893,9608.40456164155,1718064000,2228,2228,0,1,0,0,0,0,0
261,61.32263139109206,1558,1641931200,2911,34.53383406995822,0.9916263388452976,1558,35,1558,9927.157718777764,1689120000,2911,2911,1,0,0,0,0,0,0
262,54.47433021499057,1995,1641934800,2005,18.327174054357272,0.387238274676982,1995,38,1995,2240.517799293388,1726876800,2005,2005,0,0,0,1,0,0,0
263,27.336940402644966,1253,1641938400,2509,11.86341116322519,0.2175426414356537,1253,62,1253,5185.762081850918,1662768000,2509,2509,1,0,0,0,0,0,0
264,31.305825185224148,1455,1641942000,2104,26.5734715248705,0.2022063741775694,1455,39,1455,3227.699686241868,1680220800,2104,2104,1,0,0,0,0,0,0
265,41.54205962794481,1017,1641945600,2055,29.782455750319624,0.4933083192807312,1017,21,1017,5179.000965050205,1642377600,2055,2055,1,0,0,0,0,0,0
266,32.85924468136734,1393,1641949200,2120,59.42213532077228,0.6120335137046751,1393,47,1393,3238.1840967641533,1674864000,2120,2120,0,0,0,0,1,0,0
267,71.23473259275752,1866,1641952800,2088,10.317806918915364,0.3276545412729026,1866,35,1866,9510.171443616422,1715731200,2088,2088,1,0,0,0,0,0,0
268,26.619459510326152,1433,1641956400,2681,84.3166959270708,0.8640972249158761,1433,55,1433,6991.289066546222,1678320000,2681,2681,0,0,0,1,0,0,0
269,56.27958729651075,1229,1641960000,2023,36.15552839616184,0.74077886236982,1229,18,1229,7030.677982437504,1660694400,2023,2023,0,0,0,0,1,0,0
270,79.5393640180564,1786,1641963600,2228,27.51526729487366,0.6077520024600808,1786,50,1786,1656.961894267556,1708819200,2228,2228,0,0,0,0,1,0,0
271,36.75441407266821,1432,1641967200,2611,10.83104719865872,0.6208991111145831,1432,36,1432,5930.219713566649,1678233600,2611,2611,0,0,1,0,0,1,1
272,58.17973707615728,1944,1641970800,2241,30.82326807262543,0.0443423904348095,1944,51,1944,2462.046546141992,1722470400,2241,2241,0,0,0,0,1,0,1
273,28.303899974374268,1512,1641974400,2779,20.01826492292852,0.4031613295818237,1512,64,1512,7327.564000233736,1685145600,2779,2779,0,0,1,0,0,0,0
274,35.92410077105648,1354,1641978000,2262,59.425774167905104,0.9507628829289666,1354,45,1354,3903.794554497941,1671494400,2262,2262,0,0,0,0,1,0,0
275,78.3127071416263,1873,1641981600,2705,49.11928354400872,0.7328517217427827,1873,31,1873,4025.34005328352,1716336000,2705,2705,0,1,0,0,0,0,0
276,35.05265258366971,1405,1641985200,2397,27.226847422488543,0.783449780337816,1405,59,1405,9246.516979425342,1675900800,2397,2397,0,0,0,0,1,0,0
277,70.79730570531635,1958,1641988800,2721,41.09922893712948,0.4185392602509085,1958,57,1958,8961.01169238384,1723680000,2721,2721,0,0,0,1,0,0,0
278,61.10932034404943,1893,1641992400,2510,62.47164634932084,0.6520016060332727,1893,45,1893,9608.40456164155,1718064000,2510,2510,0,0,1,0,0,0,0
279,56.754616986193845,1535,1641996000,2491,87.47329707970232,0.6129715935210693,1535,53,1535,8720.210862779113,1687132800,2491,2491,1,0,0,0,0,0,0
280,16.219860051456457,1351,1641999600,2553,31.214831319840613,0.7701598012954176,1351,32,1351,6685.598453640112,1671235200,2553,2553,0,0,0,1,0,0,0
281,10.802412944130907,1848,1642003200,2714,61.90352457018726,0.7173568735458106,1848,63,1848,2524.244090780498,1714176000,2714,2714,1,0,0,0,0,0,0
282,66.57002449606415,1562,1642006800,2713,96.57198893334257,0.5867595351398335,1562,43,1562,9938.92291891054,1689465600,2713,2713,0,0,0,0,1,0,0
283,26.133992196232175,1817,1642010400,2083,37.99213522725594,0.5621896468421762,1817,28,1817,3402.333160813204,1711497600,2083,2083,0,0,0,1,0,0,0
284,17.31735492821924,1649,1642014000,2223,51.99564188670163,0.7037667679921972,1649,54,1649,7708.879304387245,1696982400,2223,2223,0,0,1,0,0,0,0
285,75.32446317385762,1505,1642017600,2886,61.43609226237128,0.2649763500619336,1505,33,1505,9012.480649818945,1684540800,2886,2886,0,0,0,1,0,0,0
286,30.768477767337625,1513,1642021200,2287,14.523521313976882,0.119439939441808,1513,47,1513,6238.206319630766,1685232000,2287,2287,0,0,0,0,1,0,0
287,57.45622413714661,1604,1642024800,2328,33.91358309691065,0.5873764896528769,1604,36,1604,4470.138105796166,1693094400,2328,2328,0,0,1,0,0,0,0
288,73.3032970491333,1972,1642028400,2808,78.97968795996621,0.8256869130953508,1972,39,1972,6552.817252915446,1724889600,2808,2808,0,1,0,0,0,0,0
289,96.23321419600772,1165,1642032000,2492,51.13891597355007,0.7572829171552454,1165,48,1165,4115.718543854602,1655164800,2492,2492,1,0,0,0,0,0,1
290,77.3046654263469,1597,1642035600,2039,69.59584396696133,0.9199520465471112,1597,33,1597,7732.131278300012,1692489600,2039,2039,0,0,0,0,1,0,0
291,62.77388544748326,1462,1642039200,2746,66.20543512364335,0.8946864965778659,1462,30,1462,9035.123330226636,1680825600,2746,2746,0,0,0,1,0,0,0
292,56.5503597491276,1712,1642042800,2754,58.01664841377381,0.3964009869235997,1712,58,1712,4878.871298313591,1702425600,2754,2754,0,0,0,1,0,0,0
293,91.37503293179564,1100,1642046400,2038,79.28311196441244,0.2961903751706429,1100,62,1100,2924.235910641115,1649548800,2038,2038,0,0,0,0,1,0,0
294,35.15145130726461,1009,1642050000,2253,16.92260058654751,0.4012329535232043,1009,32,1009,5359.747810190935,1641686400,2253,2253,0,0,1,0,0,0,0
295,34.5208597441328,1770,1642053600,2013,22.65471379806029,0.7979050029185851,1770,36,1770,6847.49092112656,1707436800,2013,2013,1,0,0,0,0,1,0
296,95.32857784875084,1678,1642057200,2680,12.048607534897886,0.6879926520485328,1678,33,1678,3302.010949050849,1699488000,2680,2680,0,0,0,0,1,1,0
297,51.40358574104649,1953,1642060800,2069,82.52626114093874,0.7405518810727442,1953,18,1953,5323.113544004934,1723248000,2069,2069,0,0,0,1,0,0,0
298,20.66255752728149,1239,1642064400,2745,67.96649542030532,0.3585527610416317,1239,40,1239,8704.182255178053,1661558400,2745,2745,0,0,0,1,0,0,0
299,53.65543294021365,1322,1642068000,2243,87.3613393910834,0.2610608466124333,1322,29,1322,9411.508716680992,1668729600,2243,2243,0,0,0,0,1,0,0
300,46.2432624020462,1940,1642071600,2960,55.29097105603493,0.4914997821568332,1940,29,1940,6383.377144880861,1722124800,2960,2960,0,0,1,0,0,0,0
301,42.303801913906405,1994,1642075200,2616,97.05791341411005,0.0525274265761928,1994,63,1994,8791.304688526334,1726790400,2616,2616,0,0,0,1,0,0,0
302,98.06620816132504,1437,1642078800,2869,25.14389827717285,0.1267893006667646,1437,19,1437,3712.1659095755263,1678665600,2869,2869,0,1,0,0,0,0,0
303,61.98793644916741,1135,1642082400,2703,51.243510294736616,0.6907669459308304,1135,49,1135,7871.3859110145295,1652572800,2703,2703,0,0,0,0,1,0,0
304,15.083582510759244,1873,1642086000,2280,50.70585723009551,0.8317042766387782,1873,31,1873,4025.34005328352,1716336000,2280,2280,0,0,0,1,0,0,0
305,79.21418526693257,1233,1642089600,2020,44.03294777488758,0.3718737635846537,1233,28,1233,8198.17833915617,1661040000,2020,2020,1,0,0,0,0,0,0
306,14.325618955526988,1701,1642093200,2265,18.86049746956485,0.1315993992700281,1701,50,1701,7244.499732255062,1701475200,2265,2265,0,0,0,1,0,0,0
307,74.04598056616143,1392,1642096800,2239,13.478672536399934,0.2694494353927176,1392,37,1392,4900.652704449377,1674777600,2239,2239,0,0,0,0,1,0,0
308,13.775391834001596,1468,1642100400,2020,74.97224620949478,0.7677320347425342,1468,45,1468,2410.574676501887,1681344000,2020,2020,0,1,0,0,0,0,0
309,20.773444943242666,1759,1642104000,2401,18.097908364235465,0.1150802937910266,1759,33,1759,6608.386988413693,1706486400,2401,2401,1,0,0,0,0,0,0
310,76.94851055777721,1305,1642107600,2469,83.10914211490532,0.0838056407330528,1305,23,1305,4624.660778614991,1667260800,2469,2469,0,0,1,0,0,0,0
311,27.453116490888377,1060,1642111200,2864,81.94669264544623,0.0069695841114257,1060,38,1060,9121.230250792947,1646092800,2864,2864,0,0,0,0,1,0,0
312,61.47768761043001,1557,1642114800,2195,18.370412411716973,0.2859944269610791,1557,62,1557,7585.899378417061,1689033600,2195,2195,0,0,0,1,0,0,0
313,68.64043640103054,1157,1642118400,2479,71.94075357934904,0.5813751838547687,1157,60,1157,8479.723197096315,1654473600,2479,2479,0,1,0,0,0,1,0
314,39.75178064381655,1968,1642122000,2354,84.89408519676891,0.3179432536869019,1968,60,1968,8884.809636830185,1724544000,2354,2354,0,0,1,0,0,0,0
315,84.98269506569027,1555,1642125600,2506,26.085561852185347,0.7364416334829819,1555,45,1555,1776.6329873685736,1688860800,2506,2506,0,0,0,0,1,0,0
316,29.291555935495328,1112,1642129200,2285,65.299832246262,0.781144516158459,1112,57,1112,9784.73655418159,1650585600,2285,2285,0,0,1,0,0,0,0
317,22.18984231519618,1292,1642132800,2771,64.93988674382405,0.8705355626587007,1292,33,1292,5713.487344025388,1666137600,2771,2771,0,1,0,0,0,0,0
318,64.22877239230128,1346,1642136400,2335,45.88273508416468,0.6173716445774726,1346,36,1346,5760.88763144699,1670803200,2335,2335,0,0,0,1,0,0,0
319,23.85431432932064,1129,1642140000,2787,42.37126163650664,0.8085710538493318,1129,39,1129,4396.07692646077,1652054400,2787,2787,1,0,0,0,0,0,0
320,85.9983524413847,1903,1642143600,2261,16.026934488711962,0.8848376456935328,1903,18,1903,4718.536567167799,1718928000,2261,2261,0,0,1,0,0,0,0
321,57.86994336632967,1078,1642147200,2142,54.92016403904978,0.9389942798388944,1078,32,1078,1689.971098136797,1647648000,2142,2142,1,0,0,0,0,0,0
322,88.09696867382264,1702,1642150800,2894,75.78919810722196,0.3085432272629526,1702,32,1702,4756.907985455394,1701561600,2894,2894,0,0,0,1,0,0,0
323,10.047488390659712,1466,1642154400,2419,87.5490045213581,0.6342225001600693,1466,41,1466,2569.1292344962367,1681171200,2419,2419,0,1,0,0,0,0,0
324,24.83845006368293,1437,1642158000,2375,36.01745612017183,0.8321666241180627,1437,19,1437,3712.1659095755263,1678665600,2375,2375,0,0,0,1,0,0,0
325,47.84508341466206,1783,1642161600,2920,49.45731634253127,0.7269899136620447,1783,31,1783,9728.45350689531,1708560000,2920,2920,0,1,0,0,0,0,0
326,14.615120532256274,1695,1642165200,2801,94.55363187178202,0.3551479335481227,1695,35,1695,8553.03724422807,1700956800,2801,2801,1,0,0,0,0,0,0
327,60.68884239418577,1172,1642168800,2679,12.067869544491092,0.5369987811207021,1172,26,1172,3476.6825785674578,1655769600,2679,2679,0,0,1,0,0,0,0
328,61.232174778009686,1947,1642172400,2606,24.06076457273275,0.6319375532388383,1947,22,1947,5158.86049650554,1722729600,2606,2606,1,0,0,0,0,0,0
329,93.37250431864632,1086,1642176000,2182,59.29937764417035,0.9565005520133336,1086,63,1086,4190.332236711198,1648339200,2182,2182,1,0,0,0,0,0,0
330,95.76692181306092,1275,1642179600,2838,47.67133353601729,0.0665114211885339,1275,23,1275,7853.48731434184,1664668800,2838,2838,1,0,0,0,0,0,1
331,61.88904454076027,1657,1642183200,2567,34.97478548680935,0.7919936977724671,1657,58,1657,4754.221572747158,1697673600,2567,2567,0,0,1,0,0,0,0
332,70.86740450604661,1624,1642186800,2217,28.35578214518485,0.2217574129478223,1624,18,1624,4741.807018877029,1694822400,2217,2217,0,0,0,0,1,0,1
333,70.95760928948519,1729,1642190400,2211,70.81285453080936,0.0127601291087956,1729,29,1729,8202.52650427615,1703894400,2211,2211,0,0,1,0,0,0,1
334,47.59519154883488,1300,1642194000,2474,51.916807419107215,0.9480732830039864,1300,40,1300,2446.8989581877204,1666828800,2474,2474,0,0,1,0,0,0,0
335,84.74839337828455,1311,1642197600,2919,94.06588628576188,0.4041609764191658,1311,25,1311,9253.478916937507,1667779200,2919,2919,0,1,0,0,0,0,0
336,64.2996060597047,1280,1642201200,2899,64.06478658704091,0.7985862568880285,1280,60,1280,8295.281557902284,1665100800,2899,2899,0,0,0,1,0,0,0
337,59.06558827131725,1058,1642204800,2169,53.56586867960771,0.148080122369467,1058,50,1058,5923.741950678233,1645920000,2169,2169,0,0,1,0,0,0,0
338,59.40095528433461,1724,1642208400,2346,21.958819772538543,0.0749136948288784,1724,32,1724,8830.49151334518,1703462400,2346,2346,0,0,0,0,1,0,0
339,26.18399976018048,1067,1642212000,2081,81.11241003559783,0.3973709630787997,1067,36,1067,1555.7402540205333,1646697600,2081,2081,0,0,0,0,1,0,0
340,69.1723428057365,1438,1642215600,2089,55.87043537190193,0.4931273104496825,1438,53,1438,1779.9867179354387,1678752000,2089,2089,0,0,1,0,0,0,0
341,60.74497628008697,1531,1642219200,2215,48.30064943325625,0.701630082157656,1531,29,1531,3163.588349598883,1686787200,2215,2215,1,0,0,0,0,0,0
342,60.98699494097934,1832,1642222800,2847,10.143338817560196,0.0533305034619242,1832,47,1832,8825.817318912592,1712793600,2847,2847,0,0,0,1,0,0,0
343,99.61607032247228,1382,1642226400,2235,39.32528732599576,0.8573620194529876,1382,40,1382,2896.257873108053,1673913600,2235,2235,0,0,1,0,0,0,0
344,84.49928399139073,1434,1642230000,2238,45.51139833022316,0.3375587054538276,1434,19,1434,1696.8778839206364,1678406400,2238,2238,0,0,1,0,0,0,0
345,37.87307960365036,1440,1642233600,2363,38.54509215572581,0.8582937624628676,1440,23,1440,3930.467974569421,1678924800,2363,2363,1,0,0,0,0,0,0
346,38.69316720496097,1157,1642237200,2571,75.64047375168997,0.6594189574982317,1157,60,1157,8479.723197096315,1654473600,2571,2571,1,0,0,0,0,1,0
347,45.02844839488476,1328,1642240800,2382,55.28799945162703,0.982233144189468,1328,62,1328,4443.037377459592,1669248000,2382,2382,0,0,1,0,0,0,0
348,66.4761842492444,1957,1642244400,2371,76.78513201977871,0.1976974189811654,1957,57,1957,1547.0545755760388,1723593600,2371,2371,0,1,0,0,0,0,0
349,74.41312191791293,1033,1642248000,2813,54.42464188670317,0.1012959291600077,1033,50,1033,2042.69235205651,1643760000,2813,2813,0,1,0,0,0,0,0
